OPTPA_10073;May Athena bless our armies!;;;;;;;;;x 
OPTPA_10074;May [Root.Religion.GetRandomGodName] bless [Root.GetTitledFirstName]!;;;;;;;;;x 
OPTPA_10076;Romanes eunt domus!;;;;;;;;;x 
OPTPA_10077;The co-capital is finally ours!;;;;;;;;;x 
OPTPA_10078;May Athena bless our armies!;;;;;;;;;x 
OPTPA_10079;May [Root.Religion.GetRandomGodName] bless [Root.GetTitledFirstName]!;;;;;;;;;x 
OPTPA_10080;Romanes eunt domus!;;;;;;;;;x 
OPTPA_10081;Traitorous dogs!;;;;;;;;;x 
OPTPA_10082;Long live the Empire!;;;;;;;;;x 
OPTPA_10083;Long live the Empire!;;;;;;;;;x 
OPTPA_10084;Long live the Empire!;;;;;;;;;x 
OPTPA_10085;May they find the excitement they yearn.;;;;;;;;;x 
OPTPA_10086;Besilarius would be proud!;;;;;;;;;x 
OPTPA_10087;Glory to the Empire!;;;;;;;;;x 
OPTPA_10088;Glory to the Empire!;;;;;;;;;x 
OPTPA_10089;Aurelian would be proud!;;;;;;;;;x 
OPTPA_10090;Glory to the Empire!;;;;;;;;;x 
OPTAPA_10091;Keep it!;;;;;;;;;x 
OPTBPA_10091;Sell it!;;;;;;;;;x 
OPTPA_10092;They will serve me well.;;;;;;;;;x 
OPTPA_10093;Excellent!;;;;;;;;;x 
OPTPA_10094;About time.;;;;;;;;;x 
OPTPA_10095;Excellent!;;;;;;;;;x 
OPTPA_10096;About time.;;;;;;;;;x 
OPTPA_10097;Excellent!;;;;;;;;;x 
OPTPA_10098;About time.;;;;;;;;;x 
OPTAPA_10099;Glory to God!;;;;;;;;;x 
OPTBPA_10099;Glory to Allah!;;;;;;;;;x 
OPTCPA_10099;Glory to Yahweh!;;;;;;;;;x 
OPTDPA_10099;Glory to Tengri!;;;;;;;;;x 
OPTAPA_10103;Convert to Hellenic!;;;;;;;;;x 
OPTBPA_10103;Seal off the cavern!;;;;;;;;;x 
OPTCPA_10103;Destroy the pagan idols!;;;;;;;;;x 
OPTAPA_10104;Convert to Hellenic!;;;;;;;;;x 
OPTBPA_10104;Arrest this heathen!;;;;;;;;;x 
OPTAPA_10111;We will attack at once!;;;;;;;;;x 
OPTBPA_10111;No, this is not the time.;;;;;;;;;x 
OPTPA_10122;May [Root.Religion.GetRandomGodName] have mercy on me.;;;;;;;;;x 
OPTPA_10123;I have been blessed!;;;;;;;;;x 
OPTPA_10124;Glory to [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
OPTPA_10125;Let us begin preparations.;;;;;;;;;x 
OPTAPA_10127;Of course I will attend!;;;;;;;;;x 
OPTBPA_10127;I will do no such thing!;;;;;;;;;x 
OPTPA_10128;A foolish mistake.;;;;;;;;;x 
OPTPA_10129;We honour you, Tawuse Melek.;;;;;;;;;x 
OPTPA_10130;We honour you, Tawuse Melek.;;;;;;;;;x 
OPTPA_10163;I shall start making travel plans.;;;;;;;;;x 
OPTPA_10164;Onwards to Lalish!;;;;;;;;;x 
OPTPA_10165;Glory to [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
OPTPA_10166;What a waste of time!;;;;;;;;;x 
OPTPA_10167;A worthwhile trip!;;;;;;;;;x 
OPTPA_10168;A waste of time!;;;;;;;;;x 
OPTAPA_10169;Fight them!;;;;;;;;;x 
OPTBPA_10169;Run away!;;;;;;;;;x 
OPTAPA_10170;Victory and honour!;;;;;;;;;x 
OPTAPA_10171;That was a close one...;;;;;;;;;x 
OPTAPA_10172;We keep going.;;;;;;;;;x 
OPTBPA_10172;We'll stay here.;;;;;;;;;x 
OPTAPA_10173;Drop your weapons.;;;;;;;;;x 
OPTBPA_10173;Kill the assassin!;;;;;;;;;x 
OPTAPA_10174;Glory to [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
OPTAPA_10175;What a strange turn of events.;;;;;;;;;x 
OPTAPA_10176;Help him.;;;;;;;;;x 
OPTBPA_10176;Leave him.;;;;;;;;;x 
OPTAPA_10177;Here you go.;;;;;;;;;x 
OPTBPA_10177;Don't touch me!;;;;;;;;;x 
OPTAPA_10178;We'll go back.;;;;;;;;;x 
OPTBPA_10178;We'll keep going.;;;;;;;;;x 
OPTAPA_10179;We will attack at once!;;;;;;;;;x 
OPTBPA_10179;No, this is not the time.;;;;;;;;;x 
OPTPA_10180;Glory to [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
OPTBPA_10180;Foolish posturing.;;;;;;;;;x 
OPTPA_10181;Charlemagne's legacy, destroyed...;;;;;;;;;x 
OPTPA_10185;Bow before your [Root.GetTitle]!;;;;;;;;;x 
OPTPA_10186;What a loss for the Empire!;;;;;;;;;x 
OPTAPA_10187;Convert to Hellenic!;;;;;;;;;x 
OPTBPA_10187;I will never do it!;;;;;;;;;x 
OPTAPA_10188;Yes, do it.;;;;;;;;;x 
OPTBPA_10188;I'd rather not.;;;;;;;;;x 
OPTAPA_10189;Yes, do it.;;;;;;;;;x 
OPTBPA_10189;I'd rather not.;;;;;;;;;x 
OPTPA_10203;Excellent!;;;;;;;;;x 
OPTPA_10204;This will bring glory to my family!;;;;;;;;;x 
OPTAPA_10205;I'll just take that!;;;;;;;;;x 
OPTBPA_10205;Give it to a priest!;;;;;;;;;x 
OPTAPA_10206;Of course I'll help!;;;;;;;;;x 
OPTBPA_10206;No, maybe another time.;;;;;;;;;x 
OPTAPA_10207;Of course I'll help!;;;;;;;;;x 
OPTBPA_10207;No, maybe another time.;;;;;;;;;x 
OPTAPA_10208;Of course I'll help!;;;;;;;;;x 
OPTBPA_10208;No, maybe another time.;;;;;;;;;x 
OPTPA_10209;[Root.Religion.GetRandomGodName] has blessed me!;;;;;;;;;x 
OPTPA_10210;Forgive me, [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
OPTAPA_10211;Glory to Antinous!;;;;;;;;;x 
OPTBPA_10211;No, I'd rather not.;;;;;;;;;x 
OPTCPA_10211;I hate these cults.;;;;;;;;;x 
OPTAPA_10212;Glory to Sappho!;;;;;;;;;x 
OPTBPA_10212;No, I'd rather not.;;;;;;;;;x 
OPTCPA_10212;I hate these cults.;;;;;;;;;x 
OPTAPA_10213;Glory to Mithras!;;;;;;;;;x 
OPTBPA_10213;No, I'd rather not.;;;;;;;;;x 
OPTCPA_10213;I hate these cults.;;;;;;;;;x 
OPTAPA_10214;Glory to Bacchus!;;;;;;;;;x 
OPTBPA_10214;No, I'd rather not.;;;;;;;;;x 
OPTCPA_10214;I hate these cults.;;;;;;;;;x 
OPTAPA_10215;Glory to Sol Invictus!;;;;;;;;;x 
OPTBPA_10215;No, I'd rather not.;;;;;;;;;x 
OPTCPA_10215;I hate these cults.;;;;;;;;;x 
OPTAPA_10216;A bull!;;;;;;;;;x 
OPTBPA_10216;A lamb!;;;;;;;;;x 
OPTCPA_10216;Nothing!;;;;;;;;;x 
OPTPA_10217;Glory to [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
OPTPA_10218;Glory to [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
OPTPA_10219;Like I care!;;;;;;;;;x 
OPTAPA_10220;Do it!;;;;;;;;;x 
OPTBPA_10220;Forget it.;;;;;;;;;x 
OPTCPA_10220;Go away!;;;;;;;;;x 
OPTAPA_10252;We will attack at once!;;;;;;;;;x 
OPTBPA_10252;No, this is not the time.;;;;;;;;;x 
OPTAPA_10258;I submit.;;;;;;;;;x 
OPTBPA_10258;Go away!;;;;;;;;;x 
OPTAPA_10259;I submit.;;;;;;;;;x 
OPTBPA_10259;Go away!;;;;;;;;;x 
OPTPA_10277;They are German now.;;;;;;;;;x 
OPTPA_10279;They are Gothic now.;;;;;;;;;x 
OPTPA_10287;They are Khazar now.;;;;;;;;;x 
OPTPA_10288;I like it!;;;;;;;;;x 
OPTPA_10289;That's not good...;;;;;;;;;x 
OPTPA_10290;Glory to Francia!;;;;;;;;;x 
OPTPA_10291;That's not good...;;;;;;;;;x 
OPTPA_10292;Allahy Akbar!;;;;;;;;;x 
OPTPA_10299;That's not good...;;;;;;;;;x 
OPTPA_10300;That's not good...;;;;;;;;;x 
OPTPA_10303;Allahu Akbar!;;;;;;;;;x 
OPTPA_10304;They are Roman now.;;;;;;;;;x 
OPTPA_10305;Rurik's legacy, destroyed...;;;;;;;;;x 
OPTPA_10328;The empire has fallen...;;;;;;;;;x 
OPTPA_10413;They are Vlach now.;;;;;;;;;x 
OPTPA_10414;They are Vlach now.;;;;;;;;;x 
OPTPA_10415;They are Romansh now.;;;;;;;;;x 
OPTPA_10416;They are Albanian now.;;;;;;;;;x 
OPTPA_10417;Glory to Rome!;;;;;;;;;x 
OPTPA_10418;Glory to Carthage!;;;;;;;;;x 
OPTPA_10419;Glory to Macedonia!;;;;;;;;;x 
OPTPA_10420;Glory to Hunnicia!;;;;;;;;;x 
OPTAPA_10424;Christendom divided....;;;;;;;;;x 
OPTBPA_10424;Bah, as if I care.;;;;;;;;;x 
OPTPA_10425;Worrying...;;;;;;;;;x 
OPTPA_10428;Worrying...;;;;;;;;;x 
OPTPA_10430;Worrying...;;;;;;;;;x 
OPTPA_10434;Understood.;;;;;;;;;x 
d_carniola;Carniola;;;;;;;;;x 
d_carniola_adj;Carniolan;;;;;;;;;x 
