#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,,,
EVTDESCFCR.98508;The Crusaders have sacked the city and have declared a new successor state to Rome. They have crown Baudouin I as their new Emperor in Constantinople and denounce any who do not recognise his claim to the throne.;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98508;Those pretenders will never stay there forever!;;;;;;;;;;;;x,,,,,,
EVTNAMEFCR.98509;Sack of Constantinople;;;;;;;;;x,,,,,,
EVTDESCFCR.98509;The city of world's desire has been sacked, looted, pillaged and seized by a Crusading army intended to take on the enemies of Christendom. The Crusaders, lead by Venetian patrician Enrico Dandolo, were stranded in Venice due to insufficient payments made to the Venetians after they provided them a fleet for transportation before being diverted to Constantinople. However, it would seem that Venetian ships come at a price for the Crusaders as they have occupied Constantinople after lengthy hand-to-hand fighting. As for the Byzantine Empire, it remains to be seen as to how the remnants of Rome in the east will proceed now that their mighty city has fallen.;;;;;;;;;;;;x
EVTDESCFCR.98509_RANDOM;The city of world's desire has been sacked, looted, pillaged and seized by a Crusading army intended to take on the enemies of Christendom. The Crusaders, were stranded due to insufficient payments made to local Republics after the Crusaders were provided with a fleet for transportation before being diverted to Constantinople. However, it would seem that these ships came at a price for the Crusaders as they have occupied Constantinople after lengthy hand-to-hand fighting. As for the Byzantine Empire, it remains to be seen as to how the remnants of Rome in the east will proceed now that their mighty city has fallen.;;;;;;;;;;;;x,
EVTOPTAFCR.98509;This shall enrich the republic.;;;;;;;;;x,,,,,,
EVTOPTBFCR.98509;Venice grows in power and influence.;;;;;;;;;x,,,,,,
EVTOPTCFCR.98509;They are fools.;;;;;;;;;x,,,,,,
EVTOPTDFCR.98509;Ha! The fools fight amongst themselves.;;;;;;;;;x,,,,,,
EVTOPTEFCR.98509;We will never forgive the west! We must reclaim our city!;;;;;;;;;x,,,,,,
EVTOPTFFCR.98509;I know no emperor but the emperor in Constantinople.;;;;;;;;;x,,,,,,
EVTOPTGFCR.98509;The Empire is dead. We declare independence!;;;;;;;;;x,,,,,,
EVTOPTHFCR.98509;The Empire must survive!;;;;;;;;;x,,,,,,
"EVTDESCFCR.98511;We have received an envoy from a Crusading army that requires transport overseas to assist with the current Crusade. The Crusaders say they have approached us due to our strong maritime capabilities and we are the only ones in a position to assist withn their cause. Additionally, the Crusaders are willing to pay 850 gold to us to pay for the journey.;;;;;;;;;;;;x",,,,,,
EVTOPTAFCR.98511;If God wills it then we will build this fleet.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98511;We have no time for this.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98512;The bulk of the Crusader army has arrived at Venezia. Whilst the army is not as large as were told, the number of ships needed to transport the men just within the city is still significant. This will impact our commerce for some time.;;;;;;;;;;;;x,,,,,
EVTOPTAFCR.98512;Those ships had better be built quickly.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98513;Venice has rejected a Crusader army that is being prepared against the infidel. They are the only ones in a position to transport the army yet they refuse. Surely this is a sin against God?;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98513;Excommunicate the city if they do not receive them.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98514;The Pope has received word of our rejection of the Crusading army and is threating to excommunicate the whole city! He demands that Venice builds the ships that they require.;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98514;I will not disobey God. Start constructing the ships they need.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98514;Who does the Pope think he is? I run Venice!.;;;;;;;;;;;;x,,,,,,
"EVTDESCFCR.98515;The fleet is constructed and the Crusaders are preparing to board the vessels now but the short-term damage to our economy is done already. Finally, the agreement was 850 gold in exchange for the vessels and now is the time for the Crusaders to fulfill their end of the deal.;;;;;;;;;;;;x",,,,,,
EVTOPTAFCR.98515;This has cost us a lot of money so they had better pay up.;;;;;;;;;;;;x,,,,,,
"EVTDESCFCR.98516;The Crusading army, despite entering into an agreement to pay us 850 gold to compensate for the ships and our commercial losses, is unable to pay the full amount because they do not have enough gold!.;;;;;;;;;;;;x",,,,,,
EVTOPTAFCR.98516;This is outrageous! Do not let them leave!;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98516;I knew helping those Crusaders was a bad idea.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98517;Enrico Dandolo assures us that he will not attack whole cities and will instead try to threaten gold out of nearby ports. He is adamant that this is the only way and states he will only focus on enemies of Venice.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98517_RANDOM;The Crusaders agree to the idea and are already preparing to depart. They will raid coasts that are hostile to us and, if possible, force an enemy port to submit to us. We have placed several watchers on the vessels to oversee the adventure.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98517;We cannot disband the Crusading army, allow Dandolo to proceed.;;;;;;;;;;;;x,,,,,
EVTOPTBFCR.98517;Disband the Crusaders, they have caused enough trouble as it is.;;;;;;;;;;;;x,,,,,
EVTOPTCFCR.98517;Go with God's graces.;;;;;;;;;;;;x,,,,,,
EVTOPTDFCR.98517;It is not worth it, disband the Crusaders.;;;;;;;;;;;;x,,,,,
EVTDESCFCR.98518;In response to our refusal to assist the Crusader army, the Pope has excommunicated the entire Venetian realm.;;;;;;;;;;;;x,,,,,
EVTDESCFCR.98518_RANDOM;In response to our refusal to assist the Crusader army, the Pope has excommunicated our entire realm.;;;;;;;;;;;;x,,,,,
EVTOPTAFCR.98518;So be it.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98518;What have I done.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98519;The Crusading army lead by Dandolo has sent us gold to our great city from the various ports he has raided and threatened.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98519_RANDOM;The Crusading army has sent us gold to our great city from the various ports they have raided and threatened.;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98519;Excellent.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98519;Excellent.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98520;Despite Dandolo's assurances that the Crusaders would only raid and threaten ports around the Adriatic Sea and only then enemies of Venice, the city of Zadar was besieged and taken by the army. Dandolo now claims the whole area around Zadar to be Venetian territory and has sent us the remaining gold we needed from the Crusaders.;;;;;;;;;;;;x,,,,,
EVTDESCFCR.98520_VENICE;Our watchers on the Crusader vessels have informed us that, despite instructions to only raid and take enemy ports when necessary, the city of Zadar was besieged and taken by the Crusader army. The whole area around Zadar is now effectively Venetian territory and our watchers have sent us the remaining gold we needed from the Crusaders.;;;;;;;;;;;;x,,,,
EVTDESCFCR.98520_RANDOM;Our watchers on the Crusader vessels have informed us that, despite instructions to only raid and take enemy ports when necessary, the Crusaders have besieged the city of Bastia in Corsica and have now taken it. The whole island is now under our effective control and our watchers have sent us the remaining gold we needed from the Crusaders.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98520;An unexpected surprise but an excellent one.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98520;This is not what was agreed too!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98521;The Crusaders have sailed in and around the Adriatic tirelessly. Several shipments of the remaining 250 gold we needed from the Crusaders has just arrived.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98521_RANDOM;The Crusaders have sailed in and around the Mediterrainean tirelessly. Several shipments of the remaining 250 gold we needed from the Crusaders has just arrived.;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98521;We praise the Lord for Dandolo's assistance.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98521;A somewhat unusual set of circumstances, but their debt is now gone.;;;;;;;;;;;;x,,,,,
EVTDESCFCR.98522;The foul Venetians, with the help of a Crusader army intended for battle against the infidels, has sieged and taken the city of Zadar from us! Venice now claims the whole area around Zadar!;;;;;;;;;;;;x,,,,
EVTDESCFCR.98522_RANDOM;The island of Corsica has been seized by a Crusader army intended for battle against the infidels. The Crusaders beseiged and took the city of Bastia on the Corsican coast and is now no longer in our hands!;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98522;This is outrageous! We must take the city back!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98523;Now that we have our gold and the Crusaders have their ships, army is free to set sail to where they need to go to fight for God. However, Dandolo, not only wishing to stay with the Crusaders, states that the army is in need of supplies due to their journey around the Adriatic.;;;;;;;;;;;;x,,
EVTDESCFCR.98523_VENICE;Now that we have our gold and the Crusaders have their ships, army is free to set sail to where they need to go to fight for God. However, our watchers and the Crusader leaders state that the army is in need of supplies due to their journey around the Adriatic.;;;;;;;;;;;;x,,,,
EVTDESCFCR.98523_RANDOM;Now that we have our gold and the Crusaders have their ships, army is free to set sail to where they need to go to fight for God. However, our watchers and the Crusader leaders state that the army is in need of supplies due to their journey around the Mediterrainean.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98523;Divert them through Constantinople, that should relieve their supply problem.;;;;;;;;;;;;x,,,,,
EVTDESCFCR.98524;The foul Venetians, with the help of a Crusader army intended for battle against the infidels, has sieged and taken the city of Zadar from us! Venice now claims the whole area around Zadar!;;;;;;;;;;;;x,,,,
EVTDESCFCR.98524_RANDOM;The island of Corsica has been seized by a Crusader army intended for battle against the infidels! The Crusaders beseiged and took the city of Bastia on the Corsican coast and is now no longer in our hands!;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98524;This is outrageous! We must take the city back!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98525;The great city of Constantinople is mine to control and the great warriors belonging to the army that brought me this title have received plenty of rest and relaxation. Now they are ready for battle.;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98525;We march for God!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98526;During the breakup of the Byzantine Empire, the islands of Cephalonia and Corfu were seized by Genoan pirates. However, the Venetians have expelled them and are now occupying the islands for themselves. They now control the islands.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98526;Very well.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98526;That island belong to me!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98527;When the Crusaders sacked Constantinople, the islands of Cephalonia and Corfu were occupied by Genoan pirates. To maintain our dominance in the region, we must expel the pirates before Genoa itself acquire the islands.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98527;The islands belong to Venice now!;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98527;We don't need the islands.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98528;When the Crusaders sacked Constantinople, the islands of Cephalonia and Corfu were occupied by our men under the guise of being pirates. To gain an upper hand against Venice in the region, who has had every chance to expel our men, we must move in before someone else acquires the islands.;;;;;;;;;;;;x,,,
EVTOPTAFCR.98528;Genoa's influence expands!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98529;The Crusaders are insistent on resupplying at Constantinople as they state that they have nowhere else to go in order to resupply the army.;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98529;Brace yourselves!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98530;We may have lost our great city, but that does not mean it will never be ours again. Constantinople will always be ours and we will reclaim it one day!;;;;;;;;;;;;x,,,,,
EVTOPTAFCR.98530;Constantinople will be ours again!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98531;With the loss of Constantinople, my claim to be the true emperor of the successor state to Rome is now non-existent. The subjects of the empire are already openly leaving and that will leave me with no-one to rule over. The empire is dead.;;;;;;;;;;;;x,,,,,
EVTOPTAFCR.98531;The empire is dead.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98532;The Sack of Constantinople may have thrown the Empire into chaos, but that does not mean there is no future for the Empire. With my capture of Constantinople, I proclaim myself the new Emperor of Constantinople! The current Emperor has no authority outside of his city, so now the Empire is mine to command!;;;;;;;;;;;;x,,,
EVTOPTAFCR.98532;Long live the Empire!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98533;We have received an envoy from a Crusading army that requires transport overseas to assist with the current Crusade. The Crusaders say that they have approached us due to our strong maritime capabilities and we are the only ones in a position to assist withn their cause. Additionally, the Crusaders are willing to pay 850 gold to us to pay for the journey.;;;;;;;;;;;;x,,,,,
EVTOPTAFCR.98533;If God wills it then we will build this fleet.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98533;We have no time for this.;;;;;;;;;;;;x,,,,,,
EVTOPTCFCR.98533;If God wills it then we will build this fleet.;;;;;;;;;;;;x,,,,,,
EVTOPTDFCR.98533;We have no time for this.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98534;A blind Venetian patrician by the name of Enrico Dandolo has arrived in your court. He has worked as a bailus in Constantinople overseeing our small possessions there for many years before being assigned as ambassador to the city of world's desire. His differences and encounters with the Byzantines has rooted into a deep hatred for the people residing within the Empire.;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98534;He had better not cause trouble.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98535;The bulk of the Crusader army has arrived. Whilst the army is not as large as were told, the number of ships needed to transport the men just within the city is still significant. This will impact our commerce for some time.;;;;;;;;;;;;x,,,,,
EVTDESCFCR.98536;The Pope has received word of our rejection of the Crusading army and is threating to excommunicate the whole city! He demands that we build the ships that they require.;;;;;;;;;;;;x,,,,,,
EVTOPTAFCR.98536;I will not disobey God. Start constructing the ships they need.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98536;Who does the Pope think he is? I run this city!.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98537;The fleet is constructed and the Crusaders are preparing to board the vessels now but the short-term damage to our economy is done already. Finally, the agreement was 850 gold in exchange for the vessels and now is the time for the Crusaders to fulfill their end of the deal.;;;;;;;;;;;;x,,,,,
EVTOPTAFCR.98537;This has cost us a lot of money so they had better pay up.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98538;The Crusading army, despite entering into an agreement to pay us 850 gold to compensate for the ships and our commercial losses, is unable to pay the full amount because they do not have enough gold!;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98538;This is outrageous! Do not let them leave!;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98538;I knew helping those Crusaders was a bad idea.;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98539;During the breakup of the Byzantine Empire, the islands of Cephalonia and Corfu were seized by Genoan pirates. Now, the Genoans have move in officially and are now occupying the islands for themselves. They now control the islands.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98539;Very well.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98539;That island belong to me!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98540;The Sack of Constantinople has thrown the Byzantine Empire into chaos and now we face the reality of our independence. We should not bow before Constantinople again, so we must solidify our new path by forging a new Kingdom, the Kingdom of Trebizond.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98540;I proclaim myself King of Trebizond!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98541;The Sack of Constantinople has thrown the Byzantine Empire into chaos and now we face the reality of our independence. We should not bow before Constantinople again, so we must solidify our new path by forging a new Kingdom, the Kingdom of Bulgaria.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98541;I proclaim myself King of the Bulgars!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98542;The Sack of Constantinople has thrown the Byzantine Empire into chaos and now we face the reality of our independence. We should not bow before Constantinople again, so we must solidify our new path by forging a new Kingdom, the Kingdom of Serbia.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98542;I proclaim myself King of the Serbs!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98543;During the breakup of our Empire, the islands of Cephalonia and Corfu were seized by Genoan pirates. However, the Venetians have expelled them and are now occupying the islands for themselves. They now control the islands.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98543;Very well.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98543;That island belong to me!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98544;During the breakup of our Empire, the islands of Cephalonia and Corfu were seized by Genoan pirates. Now, the Genoans have move in officially and are now occupying the islands for themselves. They now control the islands.;;;;;;;;;;;;x,,,,
EVTOPTAFCR.98544;Very well.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98544;That island belong to me!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98545;For the first time since the Sack of Constantinople, we have recovered the city of world's desire once and for all. The foul Latin occupiers and their Empire has collapsed, much like ours did, and we can rebuild what we lost. There are some artifacts and treasures which can never be recovered and some have been stolen and taken to the west. In any case, we are home once more.;;;;;;;;;;;;x,,
EVTOPTAFCR.98545;We must celebrate this great victory!;;;;;;;;;;;;x,,,,,,
EVTDESCFCR.98546;At a grand ceremony held in front of the mighty Hagia Sophia, we celebrate the return of Constantinople to the rightful successors of Rome. All is not as it was before, however, as many of the residents have converted to Catholicism and violence is prominent between Catholics and Orthodox Christians. As Emperor, I must do something to quell the violence and restore our great city, and Empire, to it's former glory.;;;;;;;;;;;;x
EVTDESCFCR.98546_VASSALS;At a grand ceremony held in front of the mighty Hagia Sophia, we celebrate the return of Constantinople to the rightful successors of Rome. All is not as it was before, however, as many of the residents have converted to Catholicism and violence is prominent between Catholics and Orthodox Christians. In any case, the Empire must be restored to it's former glory.;;;;;;;;;;;;x,,
EVTOPTAFCR.98546;There is a long road ahead of us.;;;;;;;;;;;;x,,,,,,
EVTOPTBFCR.98546;This is good news!;;;;;;;;;;;;x,,,,,,
EVTOPTCFCR.98546;I'm not sure how our Empire will recover.;;;;;;;;;;;;x,,,,,,
