#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#West_african_pagan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_sanhaja;Emirate;Emirat;Emirat;;Emirato;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_sanhaja;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;;;;;;;;;;;;;;;
empire_sanhaja;Caliphate;Califat;Kalifat;;Califato;;;;;;;;;x;;;;;;;;;;;;;;;
county_sanhaja;Sheikhdom;Cheikat;Scheichtum;;Dominio;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#masmuda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_masmuda;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x;;;;;;;;;;;;;;;
count_masmuda;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_masmuda;Shaykhah;Cheykha;Shaykhah;;Jequesa;;;;;;;;;x;;;;;;;;;;;;;;;
barony_of_masmuda;Wilayah of;Wilaya de;Wilayah von;;Vilayato de;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_masmuda;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_masmuda;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_masmuda;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x;;;;;;;;;;;;;;;
duke_masmuda;Emir;Émir;Emir;;Emir;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_masmuda;Emira;Émirat;Emirin;;Emira;;;;;;;;;x;;;;;;;;;;;;;;;
king_masmuda;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_masmuda;Sultana;Sultane;Sultanin;;Sultana;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_masmuda;Emirate;Emirat;Emirat;;Emirato;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_masmuda;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;;;;;;;;;;;;;;;
empire_masmuda;Caliphate;Califat;Kalifat;;Califato;;;;;;;;;x;;;;;;;;;;;;;;;
county_masmuda;Sheikhdom;Cheikat;Scheichtum;;Dominio;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#zanata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_zanata;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x;;;;;;;;;;;;;;;
count_zanata;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_zanata;Shaykhah;Cheykha;Shaykhah;;Jequesa;;;;;;;;;x;;;;;;;;;;;;;;;
barony_of_zanata;Wilayah of;Wilaya de;Wilayah von;;Vilayato de;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_zanata;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_zanata;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_zanata;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x;;;;;;;;;;;;;;;
duke_zanata;Emir;Émir;Emir;;Emir;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_zanata;Emira;Émirat;Emirin;;Emira;;;;;;;;;x;;;;;;;;;;;;;;;
king_zanata;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_zanata;Sultana;Sultane;Sultanin;;Sultana;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_zanata;Emirate;Emirat;Emirat;;Emirato;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_zanata;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;;;;;;;;;;;;;;;
empire_zanata;Caliphate;Califat;Kalifat;;Califato;;;;;;;;;x;;;;;;;;;;;;;;;
county_zanata;Sheikhdom;Cheikat;Scheichtum;;Dominio;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#tagelmust/Dark;Sanhaja;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_tagelmust;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x;;;;;;;;;;;;;;;
count_tagelmust;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_tagelmust;Shaykhah;Cheykha;Shaykhah;;Jequesa;;;;;;;;;x;;;;;;;;;;;;;;;
barony_of_tagelmust;Wilayah of;Wilaya de;Wilayah von;;Vilayato de;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_tagelmust;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_tagelmust;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_tagelmust;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x;;;;;;;;;;;;;;;
duke_tagelmust;Emir;Émir;Emir;;Emir;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_tagelmust;Emira;Émirat;Emirin;;Emira;;;;;;;;;x;;;;;;;;;;;;;;;
king_tagelmust;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_tagelmust;Sultana;Sultane;Sultanin;;Sultana;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_tagelmust;Emirate;Emirat;Emirat;;Emirato;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_tagelmust;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;;;;;;;;;;;;;;;
empire_tagelmust;Caliphate;Califat;Kalifat;;Califato;;;;;;;;;x;;;;;;;;;;;;;;;
county_tagelmust;Sheikhdom;Cheikat;Scheichtum;;Dominio;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#Beja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_beja;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x;;;;;;;;;;;;;;;
count_beja;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_beja;Shaykhah;Cheykha;Shaykhah;;Jequesa;;;;;;;;;x;;;;;;;;;;;;;;;
barony_of_beja;Wilayah of;Wilaya de;Wilayah von;;Vilayato de;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_beja;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_beja;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_beja;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x;;;;;;;;;;;;;;;
duke_beja;Emir;Émir;Emir;;Emir;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_beja;Emira;Émirat;Emirin;;Emira;;;;;;;;;x;;;;;;;;;;;;;;;
king_beja;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_beja;Sultana;Sultane;Sultanin;;Sultana;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_beja;Emirate;Emirat;Emirat;;Emirato;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_beja;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;;;;;;;;;;;;;;;
empire_beja;Caliphate;Califat;Kalifat;;Califato;;;;;;;;;x;;;;;;;;;;;;;;;
county_beja;Sheikhdom;Cheikat;Scheichtum;;Dominio;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_beja;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_county_of_beja;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_county_beja;Sheikhdom;Cheikat;Scheichtum;;Dominio;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_beja;Ra'ís;Ra'ís;Ra'ís;;Ra'ís;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_beja;Sultan;Sultan;Sultan;;Sultan;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duchy_beja;Tribe;Tribe;Tribe;;Tribe;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duchy_of_beja;Tribe of;Tribe of;Tribe of;;Tribe of;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_kingdom_of_beja;Sultanate of;Sultanate of;Sultanate of;;Sultanate of;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_kingdom_beja;Sultanate;Sultanate;Sultanate;;Sultanate;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#kanuri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_kanuri;Asákir;Asákir;Asákir;;Asákir;;;;;;;;;x;;;;;;;;;;;;;;;
count_kanuri;Kayghama;Kayghama;Kayghama;;Kayghama;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_kanuri;Kayghamma;Kayghamma;Kayghamma;;Kayghamma;;;;;;;;;x;;;;;;;;;;;;;;;
duke_kanuri;Yerima;Yérima;Jerima;;Iemira;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_kanuri;Yerimina;Yérimina;Jerimina;;Iemirina;;;;;;;;;x;;;;;;;;;;;;;;;
king_kanuri;Mai;Mai;Mai;;Mai;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_kanuri;Gumsu;Gumsu;Gumsu;;Gumsu;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_kanuri;Shiroma;Chiroma;Schiroma;;Chiroma;;;;;;;;;x;;;;;;;;;;;;;;;
#hausa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_hausa;Asákir;Asákir;Asákir;;Asákir;;;;;;;;;x;;;;;;;;;;;;;;;
count_hausa;Kayghama;Kayghama;Kayghama;;Kayghama;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_hausa;Kayghamma;Kayghamma;Kayghamma;;Kayghamma;;;;;;;;;x;;;;;;;;;;;;;;;
duke_hausa;Yerima;Yérima;Jerima;;Iemira;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_hausa;Yerimina;Yérimina;Jerimina;;Iemirina;;;;;;;;;x;;;;;;;;;;;;;;;
king_hausa;Mai;Mai;Mai;;Mai;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_hausa;Gumsu;Gumsu;Gumsu;;Gumsu;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_hausa;Shiroma;Chiroma;Schiroma;;Chiroma;;;;;;;;;x;;;;;;;;;;;;;;;
