#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RP_christmas.15.desc;It seems like [Root.Liege.GetName] have forgotten the decorations. All of the rooms are barren and therefore is that special christmas feeling that the decorations help with gone.;;;;;;;;;x
RP_christmas.15.option1;Who cares?;;;;;;;;;x
RP_christmas.15.option2;This is not a real christmas anymore!;;;;;;;;;x
RP_christmas.15.option3;Ehhh...... Ummmm........;;;;;;;;;x
RP_christmas.16.desc;You and the other guests are taking part in the christmas mass that is performed on christmas eve every year. The priests sing songs to celebrate jesus birth and Mary the mother of the former and about the last Judgement, which is when god will decide wether you belong in heaven or hell.;;;;;;;;x
RP_christmas.16.option1;Praise the lord!;;;;;;;;;x
RP_christmas.16.option2;How can they beleive in this nonsense?;;;;;;;;;x
RP_christmas.17.desc;You have barely noticed anything else other than [From.GetHerHim] lately. How [From.GetSheHe] behaves and every other little thing that makes [From.GetHerHim] so attractive has suddenly become obvious to you and you know that you will not come to rest until [From.GetSheHe] is yours.;;;;;;;;;x
RP_christmas.17.option1;I will tell [From.GetHerHim]!;;;;;;;;;x
RP_christmas.17.option2;No. It will just end in tears for both of us anyway.;;;;;;;;;x
RP_christmas.18.desc;[From.GetName] came to my chamber and told me how much [From.GetSheHe] loves me and how much [From.GetSheHe] wants us to to be together along with several long poems to show me [From.GetHerHis] affection. Should I answer it?;;;;;;;;;x
RP_christmas.18.option1;I love you to!;;;;;;;;;x
RP_christmas.18.option2;I don`t love you.;;;;;;;;;x
RP_christmas.19.desc;[From.GetName] just smiled at my proposal and asked me to leave immediately or [From.GetSheHe] would tell the guards. Your heart miss a beat and evil thougths begin to pop up in your mind...;;;;;;;;;x
RP_christmas.19.option1;Accept it;;;;;;;;;x
RP_christmas.19.option2;Make [From.GetHerHim] love you!;;;;;;;;;x
RP_christmas.20.desc;You can clearly see that [From.GetName] was not pleased with your answer. [From.GetSheHe] stands up and enters your chamber with an angry face expression. Spitting insults after insults and steadily getting closer and closer.;;;;;;;;;x
RP_christmas.20.option1;GUARDS!!!;;;;;;;;;x
RP_christmas.21.desc;When you entered [From.GetSheHe] chamber [From.GetName] started to call out for the guards and it did not take long until they arrived. But you had enough time to do what you wanted, so you slowly sit down on one of the chairs in [From.GetName] chamber while hearing how [From.GetSheHe] sobbs in the corner.;;;;;;;;;x
RP_christmas.21.option1;What have I done?;;;;;;;;;x
RP_christmas.22.desc;When the guard finally came so was the deed already done. You can barely see them as the eye is filled with blood. You can see how the guards stair in terror at you and how one of them runs away, probably to get a medic to help you or puke on the floor.;;;;;;;;;x
RP_christmas.22.option1;I can see the ligth!;;;;;;;;;x
RP_christmas.23.desc;Last nigth [FromFrom.GetName] supposedly raped [From.GetName]. There is no denying that [FromFrom.GetName] did it and it is yuo will decide what the punishment will be.;;;;;;;;;x
RP_christmas.23.option1;Execute him.;;;;;;;;;x
RP_christmas.23.option2;Let him stay in prison...;;;;;;;;;x
RP_christmas.23.option3;All lies of course!;;;;;;;;;x
RP_christmas.24.desc;It seems like [From.GetTitledName] has raped [FromFrom.GetTitledName]! Now it is up to [Liege.GetTitledName] to decide what the punishment will be.;;;;;;;;;x
RP_christmas.24.option1;[From.GetTitledName] will get what [From.GetSheHe] deserves, I hope;;;;;;;;;x
RP_christmas.25.desc;I hereby announce that [FromFromFrom.GetTitledName] will be executed immediately. His property and gold will be inherited by his legal heir.;;;;;;;;;x
RP_christmas.25.option1;Just what that bastard deserved!;;;;;;;;;x
RP_christmas.25.option2;How dare [Liege.GetSheHe]!;;;;;;;;;x
RP_christmas.26.desc;I hereby announce that [FromFromFrom.GetTitledName] will stay imprisoned for now as we need to gather more evidence of what actually happened.;;;;;;;;;x
RP_christmas.26.option1;Interesting...;;;;;;;;;x
RP_christmas.26.option2;[FromFromFrom.GetName] should be executed instead!;;;;;;;;;x
RP_christmas.27.desc;I hereby announce that [FromFromFrom.GetTitledName] will be freed immediately as the evidence for [FromFromFrom.GetTitledName] have been proven wrong.;;;;;;;;;x
RP_christmas.27.option1;I am glad that [Liege.GetTitledName] saw this from our point of view...;;;;;;;;;x
RP_christmas.27.option2;How dare [Liege.GetSheHe]!;;;;;;;;;x
RP_christmas.28.desc;You have been chosen to write a poem that you will then read out loud to all of the other guests at christmas eve. You will get a lot of prestige if you perform it well but if you mess it up though...;;;;;;;;;x
RP_christmas.28.option1;I will write a poem about charity!;;;;;;;;;x
RP_christmas.28.option2;I will write a poem about gods greatness!;;;;;;;;;x
RP_christmas.28.option3;I will write a poem about the wonders of love!;;;;;;;;;x
RP_christmas.28.option4;I will write a poem about honor!;;;;;;;;;x
RP_christmas.28.option5;I am tired, I will figure out what to write tomorrow instead.;;;;;;;;;x
RP_christmas.29.desc;What a success! everyone liked it and you are very sure that some will even head my advice and become more charitable.;;;;;;;;;x
RP_christmas.29.option1;Glory to me!;;;;;;;;;x
RP_christmas.30.desc;This year so was it [From.GetTitledName] who had written a poem about charity and [From.GetSheHe] then read it aloud for all of the guests to hear. [From.GetName] had written the poem very well so it was a pleasure to listen to [From.GetHerHim].;;;;;;;;;x
RP_christmas.30.option1;Well done [From.GetTitledName]!;;;;;;;;;x
RP_christmas.31.desc;Everything that could go wrong went wrong. I stuttered a lot and I could see that my poem did not impress my listeners.;;;;;;;;;x
RP_christmas.31.option1;This is so humiliating!;;;;;;;;;x
RP_christmas.32.desc;This year so was [From.GetTitledName] the one who got the honor to write a poem which [From.GetSheHe] would then read aloud to the guests. But what a shame that [From.GetSheHe] wasted it with his terrible poem about charity!;;;;;;;;;x
RP_christmas.32.option1;You are terrible!;;;;;;;;;x
RP_christmas.33.desc;What a success! everyone liked it and you are very sure that some will even head my advice and become more zealous.;;;;;;;;;x
RP_christmas.33.option1;Glory to me!;;;;;;;;;x
RP_christmas.34.desc;This year so was it [From.GetTitledName] who had written a poem about gods greatness and [From.GetSheHe] then read it aloud for all of the guests to hear. [From.GetName] had written the poem very well so it was a pleasure to listen to [From.GetHerHim].;;;;;;;;;x
RP_christmas.34.option1;Well done [From.GetTitledName]!;;;;;;;;;x
RP_christmas.35.desc;Everything that could go wrong went wrong. I stuttered a lot and I could see that my poem did not impress my listeners.;;;;;;;;;x
RP_christmas.35.option1;This is so humiliating;;;;;;;;;x
RP_christmas.36.desc;This year so was [From.GetTitledName] the one who got the honor to write a poem which [From.GetSheHe] would then read aloud to the guests. But what a shame that [From.GetSheHe] wasted it with [From.GetHerHis] terrible poem about love!;;;;;;;;;x
RP_christmas.36.option1;You are terrible!;;;;;;;;;x
RP_christmas.37.desc;What a success! everyone liked it and you are very sure that some will even head my advice and become more zealous.;;;;;;;;;x
RP_christmas.37.option1;Glory to me!;;;;;;;;;x
RP_christmas.38.desc;This year so was it [From.GetTitledName] who had written a poem about love and [From.GetSheHe] then read it aloud for all of the guests to hear. [From.GetName] had written the poem very well so it was a pleasure to listen to [From.GetHerHim].;;;;;;;;;x
RP_christmas.38.option1;Well done [From.GetTitledName]!;;;;;;;;;x
RP_christmas.39.desc;Everything that could go wrong went wrong. I stuttered a lot and I could see that my poem did not impress my listeners.;;;;;;;;;x
RP_christmas.39.option1;This is so humiliating;;;;;;;;;x
RP_christmas.40.desc;This year so was [From.GetTitledName] the one who got the honor to write a poem which [From.GetSheHe] would then read aloud to the guests. But what a shame that [From.GetSheHe] wasted it with [From.GetHerHis] terrible poem about love!;;;;;;;;;x
RP_christmas.40.option1;You are terrible!;;;;;;;;;x
RP_christmas.41.desc;What a success! Everyone liked it and you are very sure that some will even head my advice and become more honorable.;;;;;;;;;x
RP_christmas.41.option1;Glory to me!;;;;;;;;;x
RP_christmas.42.desc;This year so was it [From.GetTitledName] who had written a poem about honor and [From.GetSheHe] then read it aloud for all of the guests to hear. [From.GetName] had written the poem very well so it was a pleasure to listen to [From.GetHerHim].;;;;;;;;;x
RP_christmas.42.option1;Well done [From.GetTitledName]!;;;;;;;;;x
RP_christmas.43.desc;Everything that could go wrong went wrong. I stuttered a lot and I could see that my poem did not impress my listeners.;;;;;;;;;x
RP_christmas.43.option1;This is so humiliating;;;;;;;;;x
RP_christmas.44.desc;This year so was [From.GetTitledName] the one who got the honor to write a poem which [From.GetSheHe] would then read aloud to the guests. But what a shame that [From.GetSheHe] wasted it with [From.GetHerHis] terrible poem about honor!;;;;;;;;;x
RP_christmas.44.option1;You are terrible!;;;;;;;;;x
RP_christmas.45.desc;What a success! everyone liked it and you are very sure that some will even head my advice and adopt my way of celebrating christmas.;;;;;;;;;x
RP_christmas.45.option1;Glory to me!;;;;;;;;;x
RP_christmas.46.desc;This year so was it [From.GetTitledName] who had written a poem about what [From.GetSheHe] thougth about christmas and [From.GetSheHe] then read it aloud for all of the guests to hear. [From.GetName] had written the poem very well so it was a pleasure to listen to [From.GetHerHim].;;;;;;;;;x
RP_christmas.46.option1;Well done [From.GetTitledName]!;;;;;;;;;x
RP_christmas.47.desc;Everything that could go wrong went wrong. I stuttered a lot and I could see that my poem did not impress my listeners.;;;;;;;;;x
RP_christmas.47.option1;This is so humiliating;;;;;;;;;x
RP_christmas.48.desc;This year so was [From.GetTitledName] the one who got the honor to write a poem which [From.GetSheHe] would then read aloud to the guests. But what a shame that [From.GetSheHe] wasted it with [From.GetHerHis] terrible poem about [From.GetHerHis] view on christmas!;;;;;;;;;x
RP_christmas.48.option1;You are terrible!;;;;;;;;;x
RP_christmas.49.desc;Every christmas celebrations needs a fine poem for it to become truly magical. But who shall get the honor of writing this poem?;;;;;;;;;x
RP_christmas.49.option1;I will do it myself!;;;;;;;;;x
RP_christmas.49.option2;My court chaplain can do it!;;;;;;;;;x
RP_christmas.49.option3;You will do it!;;;;;;;;;x
RP_christmas.49.option4;You will get the honor.;;;;;;;;;x
RP_christmas.49.option5;Someone with real poetry skills will do it!;;;;;;;;;x
RP_christmas.50.desc;At first the celebrations to the so called lord seemed a bit weird but after hearing the songs and feeling the holy spirit touch you mind during the ceremony they have convinced you. You will leave your infidel ways behind you and ask god for forgiveness for your sins.;;;;;;;;;x
RP_christmas.50.option1;Praise the lord!;;;;;;;;;x
RP_christmas.51.desc;Everyone has heard of [Liege.GetTitledName] wickedness, they migth just not beleive it fully but if you could "refresh" their memory about how wicked [Liege.GetSheHe] is, it is more likely that they will aid your efforts against your [Liege.GetTitledName].;;;;;;;;;x
RP_christmas.51.option1;I will start with you...;;;;;;;;;x
RP_christmas.52.desc;[From.GetTitledName] has convinced you now. [Liege.GetTitledName] is a wicked ruler that we should do something about immediately!;;;;;;;;;x
RP_christmas.52.option1;I should have known!;;;;;;;;;x
RP_christmas.53.desc;This years christmas celebration has finally ended after several days of continious drinking and visits to church.;;;;;;;;;x
RP_christmas.53.option1;What a week!;;;;;;;;;x
RP_christmas.54.desc;Due to cetain unfortunate circumstances so has this years christmas_celebrations been cancelled for now.;;;;;;;;;x
RP_christmas.54.option1;How unfortunate.;;;;;;;;;x
RP_christmas.55.desc;Due to certain unfortunate circumstances so has this years christmas celebrations been cancelled.;;;;;;;;;x
RP_christmas.55.option1;How unfortunate.;;;;;;;;;x
RP_christmas.56.desc;hidden;;;;;;;;;x
RP_christmas.56.option1;hidden;;;;;;;;;x
RP_christmas.57.desc;While walking down the street in the market that has been set up around [Liege.GetTitledName] home, you suddenly have a very young and fragile beggar approach you, asking you for a small dole. She stars at you with her small and innocent eyes so filled with grief and sorrow.;;;;;;;;;x
RP_christmas.57.option1;I hope this will help you;;;;;;;;;x
RP_christmas.57.option2;Get out of my way!;;;;;;;;;x
RP_christmas.58.desc;While exploring the marvelous market that has been set up around [Liege.GetTitledName] home, you suddenly feel that the weigth of your purse around your waist has disappeared. You look around and see the back of a man that by "accident" ran into you just before hastily walk away through the crowds.;;;;;;;;;x
RP_christmas.58.option1;Catch the thieve!;;;;;;;;;x
RP_christmas.59.desc;While visiting the thriving christmas market around your lieges home, you suddenly hear [From.GetName] shout "Catch the thieve!" behind you. You turn around and see a man quickly moving through the crowds and into the back-alley to the right of you. Will you follow?;;;;;;;;;x
RP_christmas.59.option1;I will catch him!;;;;;;;;;x
RP_christmas.59.option2;No way! It is to dangerous!;;;;;;;;;x
RP_christmas.60.desc;The thiefe quickly runs away through the market stalls and it does not take long until you have lost him in the large crowds. Realising that you have no hope at finding him you return back and tell [From.GetName] that the thiefe got away.;;;;;;;;;x
RP_christmas.60.option1;There was nothing I could do to catch him!;;;;;;;;;x
RP_christmas.61.desc;Surprised at hearing someone running behind him the thiefe looks back at you but trips at falls to the ground. He makes a short squeeking sound and tries to get stand up again but he does not get much further than that before you jump on to him and starts a wild figth, which is quickly interrupted by the guards who were following the ruckus from a distance.;;;;;;;;;x
RP_christmas.61.option1;Heres your purse [FromFrom.GetName]!;;;;;;;;;x
RP_christmas.62.desc; [From.GetName] starts to run after the thiefe through the crowds but it does not take long before [From.GetSheHe] is back. [From.GetSheHe] makes some tame attempts at trying to explain how the thiefe ran away, but you quickly interrupt [From.GetHerHim] and says the following...;;;;;;;;;x
RP_christmas.62.option1;What have you done!?;;;;;;;;;x
RP_christmas.62.option2;You are pathetic!;;;;;;;;;x
RP_christmas.63.desc; When you return back and tells [From.GetName] that you did not manage to catch the thiefe, [From.GetSheHe] begins to insult you and your honor with several other townspeople within hearing distance. You know that they will spread this far and wide and you can already hear how some of them laughs at you.;;;;;;;;;x
RP_christmas.63.option1;What a disgrace;;;;;;;;;x
RP_christmas.64.desc; It does not take long before your lieges guards comes with the thiefe and [From.GetName] following behind. [From.GetName] walks forward to you and hand you your purse with all of the gold pieces still there. The guards tells you how [From.GetSheHe] solely catched the thiefe and how brave [From.GetSheHe] was doing it.;;;;;;;;;x
RP_christmas.64.option1;Let me invite you to dinner;;;;;;;;;x
RP_christmas.64.option2;Thank you, [From.GetTitledName]!;;;;;;;;;x
RP_christmas.65.desc;You talk far into the night with [From.GetName] at the tavern and you promise each other to visit each other at some other date.;;;;;;;;;x
RP_christmas.65.option1;I think that I have made myself a new friend here!;;;;;;;;;x
RP_christmas.66.desc;[From.GetName] invites you to take a couple of drinks with [From.GetSheHe] at the local tavern. Filled with pride you accept and you end up with a lovely afternoon spent in good company.;;;;;;;;;x
RP_christmas.66.option1;See you soon!;;;;;;;;;x
RP_christmas.67.desc;The servants brings up more and more wine from the wine cellar and fills the guests mugs with it. You have probably drunken at least four mugs already and it is a long time till dawn. You feel how the alcohol has taken its grip around you, making it nearly impossible to leave the comfy chair that you are already in. Is this who you really are, a drunk [Root.GetLordLady] who has nothing better to do than to drink?;;;;;;;;;x
RP_christmas.67.option1;Only a fool can dislike something as tasty as wine!;;;;;;;;;x
RP_christmas.67.option2;I am better than this;;;;;;;;;x
RP_christmas.68.desc;The song lingered throughout the chapel, a very touching song with the magic of the child that sang the song. Your child. When the hymn finally ends after a beautiful crescendo you see how the other guests stands up and clap. A lone tear makes its journey down your left cheek.;;;;;;;;;x
RP_christmas.68.option1;That was wonderful my child!;;;;;;;;;x
RP_christmas.68.option2;That was awful!;;;;;;;;;x
RP_christmas.69.desc;In celebration of when the twelve wise men gave Jesus (bless his name) three gifts of frankincense, gold and myrrh in a charitable act towards him so may you choose to do the same towards your spouse [Root.GetHusbandWife], but maybe something else that you actually think that [Root.Spouse.GetSheHe] would appreciate getting?;;;;;;;;;x
RP_christmas.69.option1;Only the best is enough!;;;;;;;;;x
RP_christmas.69.option2;A small gift to show [Root.Spouse.GetHerHim] my affection;;;;;;;;;x
RP_christmas.69.option3;Good idea, but it is not worth it;;;;;;;;;x
RP_christmas.70.desc;It almost looks like he stares at you with his fat eyes. His fat body roasted in the most delicious of spices with the warmth of the oven still present in the tasty pork that is covering his waist. It is as if the pig wants you or rather craves that you eat it.ALL of it!;;;;;;;;;x
RP_christmas.70.option1;No way! That is just disgusting!;;;;;;;;;x
RP_christmas.70.option2;I will not let you down!;;;;;;;;;x
RP_christmas.71.desc;An angle visited you in your dreams last night and he tried to steer you into a more chaste lifestyle. You have been thinking about this the hole morning and you think that you have finally made up your mind about what to do about it...;;;;;;;;;x
RP_christmas.71.option1;I will leave my sinful ways behind me!;;;;;;;;;x
RP_christmas.71.option2;But it is to much fun!;;;;;;;;;x
RP_christmas.72.desc;You sit comfortably in your seat casually chatting with people that you only met a couple of minutes ago, getting the full attention of those who are sitting around. You have not been this happy for a very long time, if ever!;;;;;;;;;x
RP_christmas.72.option1;Well, that was fun;;;;;;;;;x
RP_christmas.73.desc;A good way of showing of your fortune would be to create a painting in a sort of memorial to this years christmas celebration. A young local artist has been found willing to start the project and now everyone are just waiting for your response.;;;;;;;;;x
RP_christmas.73.option1;Let him do it;;;;;;;;;x
RP_christmas.73.option2;No, it is not worth the effort;;;;;;;;;;x
RP_christmas.74.desc;The room suddenly gets quiet when the heathen enters the room. You hear the others whisper quietly while intently watching how the heathen quickly walks through the room heading for the door on the other end.;;;;;;;;;x
RP_christmas.74.option1;"You spawn of Satan!";;;;;;;;;x
RP_christmas.74.option2;Can you teach me about your beliefs?;;;;;;;;;x
RP_christmas.74.option3;hmmmm;;;;;;;;;x
RP_christmas.75.desc;[From.GetFullName] suddenly approached you asking you for a further advice about your believes. You had a short chat with [From.GetHerHim] explaining some of the fundamentals of your faith and when you were done with your short speech [From.GetSheHe] told you that you had convinced [From.GetHerHim].;;;;;;;;;x
RP_christmas.75.option1;Well done [Root.GetFullName];;;;;;;;;x
RP_christmas.76.desc;You know it was a misstake passing through here. When you enter the room everyone gets silent starring intently at you. You quickly try to reach the other ends of the room, getting away from their anger. When you are just on the verge of leaving the room you hear [From.GetFullName] call out "You spawn of Satan!" and [From.GetSheHe] the others quickly join [From.GetHerHim] in the insults.;;;;;;;;;x
RP_christmas.76.option1;They will pay!;;;;;;;;;x
RP_christmas.77.desc;You know what to do with your life and the fact that you have not been able to understand it for all of these years is beyond your comprehension... You will be Gods sword-arm aganst the infidel menace and you will start now with murdering a heathen (who doesnt matter) who have the guts to attend to a CHRISTIAN celebration!;;;;;;;;;x
RP_christmas.77.option1;The time of purification is NOW!;;;;;;;;;x
RP_christmas.77.option2;No, God would never support such wickedness!;;;;;;;;;x
RP_christmas.78.desc;You can not bare staying in that room anymore. How they deliberately avoid eye contact is irritating but it is their constant whispering that is the worst. There are few parts of the castle that is not completely occupied by them but you think that you have found a place without them. The long outer wall is almost completely empty which makes it the perfect place for those who want to keep themselves to themselves. While casually starring at the inner tower you suddenly feel a strong push from behind making you wobble intensely until you suddenly come crashing down on to the small piece of bare grass that is just below. It is a long fall, and you do not survive it.;;;;;;;;;x
RP_christmas.78.option1;NOOOOOOO!!! *crack*;;;;;;;;;x
RP_christmas.79.desc;While stalking your unfortunate prey you suddenly get interrupted by a guard patrol passing by. To not attract suspicion to yourself you stop and pretend that you just left the party for a short walk, but you can see in the corner of your eye how your prey dissipates into the the darkness of the night. ;;;;;;;;;x
RP_christmas.79.option1;It was probably a good thing, I am not a murderer after all;;;;;;;;;x
RP_christmas.80.desc;Chess was a very popular game during the medieval period and it was especially popular in the ruling class.You have lately discovered this game and you are eager to try it out.;;;;;;;;;x
RP_christmas.80.option1;Care to join me for a game of chess?;;;;;;;;;x
RP_christmas.80.option2;Maybe later...;;;;;;;;;x
RP_christmas.81.desc;You challenge one of the guests to a game of chess. After a couple of intense exchanges of pieces you barely manage to pull of a victory.;;;;;;;;;x
RP_christmas.81.option1;What a game!;;;;;;;;;x
RP_christmas.82.desc;You challenge one of the guests to a game of chess. After a long drawn-out endgame your opponent manages to claim victory.;;;;;;;;;x
RP_christmas.82.option1;What a game!;;;;;;;;;x
RP_christmas.83.desc;Out of nowhere [From.GetTitledName] comes and says "Care to join me for a game of chess?". Without even letting you answer the question [From.GetSheHe] drags you along with [From.GetHerHim] to an already prepared chess board. After some intense exchanges of pieces you barely manage to pull of a victory.;;;;;;;;;x
RP_christmas.83.option1;What a game!;;;;;;;;;x
RP_christmas.84.desc;Out of nowhere [From.GetTitledName] comes and says "Care to join me for a game of chess?". Without even letting you answer the question [From.GetSheHe] drags you along with [From.GetHerHim] to an already prepared chess board. Even though you got a good start your opponent barely manage to pull of a victory in the end.;;;;;;;;;x
RP_christmas.84.option1;What a game!;;;;;;;;;x
RP_christmas.85.desc;The servants are brining in more and more meat from the kitchen. Pork, blood pudding and the meat of an exotic predator called "bear", is piling up onto the table and the guests are happily enjoying themselves with food that the Koran strictly forbids you to eat. You immediately decide to not eat it but after a while you begin to change your mind on the subject...;;;;;;;;;x
RP_christmas.85.option1;I will stay strong!;;;;;;;;;x
RP_christmas.85.option2;I will try it;;;;;;;;;x
RP_christmas_tooltip.1;[Liege.GetName] dislikes that you dislike it;;;;;;;;;x
RP_christmas_tooltip.2;[Liege.GetName] likes that you like it;;;;;;;;;x
RP_christmas_tooltip.4;[From.GetName] will not like this...;;;;;;;;;x
RP_christmas_tooltip.5;[From.GetName] will not appreciate this...;;;;;;;;;x
RP_christmas_tooltip.6;What is wrong with [Liege.GetTitledName]?!;;;;;;;;;x
RP_christmas_tooltip.7;I will have to start writing my poem then.;;;;;;;;;x
RP_christmas_tooltip.8;[job_spiritual.GetSheHe] will write a poem.;;;;;;;;;x
RP_christmas_tooltip.9;Will write a poem.;;;;;;;;;x
RP_christmas_tooltip.10;That they will like it.;;;;;;;;;x
RP_christmas_tooltip.11;That they will not like it.;;;;;;;;;x
RP_christmas_tooltip.12;[Actor.GetName] runs after the thief;;;;;;;;;x
RP_christmas_tooltip.13;You start to run after the thieve;;;;;;;;;x
RP_christmas_tooltip.14;[FromFrom.GetName] is very angry;;;;;;;;;x
RP_christmas_tooltip.15;[From.GetName] does not like your response;;;;;;;;;x
RP_christmas_tooltip.16;[From.GetName] will pay for this!;;;;;;;;;x
RP_christmas_tooltip.17;You invite [From.GetName] to a drink at the local tavern;;;;;;;;;x
RP_christmas_tooltip.18;I think we are friends now;;;;;;;;;x
RP_christmas_tooltip.19;I will go find someone to play chess with;;;;;;;;;x
RP_christmas_seduction_timer;hidden;;;;;;;;;x
compliment_decorations_timer;hidden;;;;;;;;;x
complain_decorations_timer;hidden;;;;;;;;;x
RP_christmas_does_not_eat_meat_timer;hidden;;;;;;;;;x
RP_christmas_racist_insult_timer;hidden;;;;;;;;;x
RP_christmas_charitable;charitable;;;;;;;;;x
RP_christmas_painting;christmas painting;;;;;;;;;x
opinion_raped_by;raped by;;;;;;;;;x
opinion_good_poetry;good poem at christmas eve;;;;;;;;;x
opinion_bad_poetry;bad_poem at christmas eve;;;;;;;;;x
opinion_convinced_to_join_faction;convinced to join faction;;;;;;;;;x
opinion_convinced_to_join_enemy_faction;Convinced of being evil;;;;;;;;;x
opinion_nice_chat;nice chat;;;;;;;;;x
opinion_refuse_chat;refused to small talk;;;;;;;;;x
opinion_chosen_to_write_christmas_poem;chosen_to_write_christmas_poem;;;;;;;;;x
opinion_approves_of_punishment;approves of punishment;;;;;;;;;x
opinion_dissapproves_of_punishment;dissapproves of punishment;;;;;;;;;x
opinion_complain;complain;;;;;;;;;x
opinion_compliment;compliment;;;;;;;;;x
opinion_enjoyed_christmas;enjoyed christmas;;;;;;;;;x
opinion_raper;raper;;;;;;;;;x
opinion_was_on_painting;was on the painting;;;;;;;;;x
opinion_played_chess_together;played chess together;;;;;;;;;x
opinion_disrespectful;disrespectful;;;;;;;;;x
opinion_converted_to_another_religion;converted to another religion;;;;;;;;;x
opinion_racialist_insult;racialist insult;;;;;;;;;x
RP_christmas_catched_thiefe;catched thiefe;;;;;;;;;x
RP_christmas_did_not_catch_thiefe;did not catch thiefe;;;;;;;;;x
