#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;
b_jubba;Jubba;Jubba;Jubba;;Jubba;;;;;;;;;x
b_kafrtuta;Kafartuta;Kafartuta;Kafartuta;;Kafartuta;;;;;;;;;x
b_kagha;Kagha;Kagha;Kagha;;Kagha;;;;;;;;;x
b_kanem;Kanem;Kanem;Kanem;;Kanem;;;;;;;;;x
b_kangaba;Kangaba;Kangaba;Kangaba;;Kangaba;;;;;;;;;x
b_kangare;Kangare;Kangare;Kangare;;Kangare;;;;;;;;;x
b_kaniaga;Kaniaga;Kaniaga;Kaniaga;;Kaniaga;;;;;;;;;x
b_kankan;Kankan;Kankan;Kankan;;Kankan;;;;;;;;;x
b_kano;Kano;Kano;Kano;;Kano;;;;;;;;;x
b_karasu;Karasu;Karasu;Karasu;;Karasu;;;;;;;;;x
b_karhini;Karhini;Karhini;Karhini;;Karhini;;;;;;;;;x
b_kaskar;Kaskar;Kaskar;Kaskar;;Kaskar;;;;;;;;;x
b_kend-i-badam;Kend-i-Badam;Kend-i-Badam;Kend-i-Badam;;Kend-i-Badam;;;;;;;;;x
b_keyla;Keyla;Keyla;Keyla;;Keyla;;;;;;;;;x
b_khojand;Khojand;Khojand;Khojand;;Khojand;;;;;;;;;x
b_khulm;Khulm;Khulm;Khulm;;Khulm;;;;;;;;;x
b_khurramabad;Khurramabad;Khurramabad;Khurramabad;;Khurramabad;;;;;;;;;x
b_kishm;Kishm;Kishm;Kishm;;Kishm;;;;;;;;;x
b_kishrudbar;Kish;Kish;Kish;;Kish;;;;;;;;;x
b_kolima;Kolima;Kolima;Kolima;;Kolima;;;;;;;;;x
b_kotoko;Kotoko;Kotoko;Kotoko;;Kotoko;;;;;;;;;x
b_kouroussa;Kouroussa;Kouroussa;Kouroussa;;Kouroussa;;;;;;;;;x
b_kukiya;Kukiya;Kukiya;Kukiya;;Kukiya;;;;;;;;;x
b_lasaf;Lasaf;Lasaf;Lasaf;;Lasaf;;;;;;;;;x
b_lishtar;Lishtar;Lishtar;Lishtar;;Lishtar;;;;;;;;;x
b_maaratnuman;Ma'arat an-Numan;Ma'arat an-Numan;Ma'arat an-Numan;;Ma'arat an-Numan;;;;;;;;;x
b_manan;Manan;Manan;Manan;;Manan;;;;;;;;;x
b_manbij;Manbij;Manbij;Manbij;;Manbij;;;;;;;;;x
b_mao;Mao;Mao;Mao;;Mao;;;;;;;;;x
b_maridin;Maridin;Maridin;Maridin;;Maridin;;;;;;;;;x
b_mayhana;Mayhana;Mayhana;Mayhana;;Mayhana;;;;;;;;;x
b_mazduran;Mazduran;Mazduran;Mazduran;;Mazduran;;;;;;;;;x
b_mema;Mema;Mema;Mema;;Mema;;;;;;;;;x
b_muaskarbost;Muaskar;Muaskar;Muaskar;;Muaskar;;;;;;;;;x
b_munk;Munk;Munk;Munk;;Munk;;;;;;;;;x
b_murzuk;Murzuk;Murzuk;Murzuk;;Murzuk;;;;;;;;;x
b_musayyah;Musayyah;Musayyah;Musayyah;;Musayyah;;;;;;;;;x
b_nafusa;Nafusa;Nafusa;Nafusa;;Nafusa;;;;;;;;;x
b_nahrawan;Nahrawan;Nahrawan;Nahrawan;;Nahrawan;;;;;;;;;x
b_nampala;Nampala;Nampala;Nampala;;Nampala;;;;;;;;;x
b_naryan;Naryan;Naryan;Naryan;;Naryan;;;;;;;;;x
b_nasriye;Nasriye;Nasriye;Nasriye;;Nasriye;;;;;;;;;x
b_nevida;Nevida;Nevida;Nevida;;Nevida;;;;;;;;;x
b_ngazargamu;Ngazargamu;Ngazargamu;Ngazargamu;;Ngazargamu;;;;;;;;;x
b_nihavand;Nihavand;Nihavand;Nihavand;;Nihavand;;;;;;;;;x
b_niriz;Niriz;Niriz;Niriz;;Niriz;;;;;;;;;x
b_oboy;Oboy;Oboy;Oboy;;Oboy;;;;;;;;;x
b_odiene;Odiene;Odiene;Odiene;;Odiene;;;;;;;;;x
b_pandjway;Pandjway;Pandjway;Pandjway;;Pandjway;;;;;;;;;x
b_pargar;Pargar;Pargar;Pargar;;Pargar;;;;;;;;;x
b_pehe;Pehe;Pehe;Pehe;;Pehe;;;;;;;;;x
b_qalatjabar;Qalat Jabar;Qalat Jabar;Qalat Jabar;;Qalat Jabar;;;;;;;;;x
b_qalatnajm;Qalat Najm;Qalat Najm;Qalat Najm;;Qalat Najm;;;;;;;;;x
b_qarqisiya;Qarqisiya;Qarqisiya;Qarqisiya;;Qarqisiya;;;;;;;;;x
b_qasirin;Qarisin;Qarisin;Qarisin;;Qarisin;;;;;;;;;x
b_qasrshirin;Qasr Shirin;Qasr Shirin;Qasr Shirin;;Qasr Shirin;;;;;;;;;x
b_qinasrin;Qinasrin;Qinasrin;Qinasrin;;Qinasrin;;;;;;;;;x
b_qubadiyan;Qubadiyan;Qubadiyan;Qubadiyan;;Qubadiyan;;;;;;;;;x
b_qutruh;Qutruh;Qutruh;Qutruh;;Qutruh;;;;;;;;;x
b_rasalain;Ras al-Ain;Ras al-Ain;Ras al-Ain;;Ras al-Ain;;;;;;;;;x
b_risiom;Risiom;Risiom;Risiom;;Risiom;;;;;;;;;x
b_rukhaj;Rukhaj;Rukhaj;Rukhaj;;Rukhaj;;;;;;;;;x
b_rusafa;Rusafa;Rusafa;Rusafa;;Rusafa;;;;;;;;;x
b_ruy;Ruy;Ruy;Ruy;;Ruy;;;;;;;;;x
b_sahyun;Sahyun;Sahyun;Sahyun;;Sahyun;;;;;;;;;x
b_saird;Saird;Saird;Saird;;Saird;;;;;;;;;x
b_sakadame;Sakadame;Sakadame;Sakadame;;Sakadame;;;;;;;;;x
b_salman;Salman;Salman;Salman;;Salman;;;;;;;;;x
b_samangan;Samangan;Samangan;Samangan;;Samangan;;;;;;;;;x
b_san;San;San;San;;San;;;;;;;;;x
b_sanda;Sanda;Sanda;Sanda;;Sanda;;;;;;;;;x
b_sanglich;Sanglich;Sanglich;Sanglich;;Sanglich;;;;;;;;;x
b_sao;Sao;Sao;Sao;;Sao;;;;;;;;;x
b_sebha;Sebha;Sebha;Sebha;;Sebha;;;;;;;;;x
b_shahrazur;Shahrazur;Shahrazur;Shahrazur;;Shahrazur;;;;;;;;;x
b_shaqlabad;Shaqlabad;Shaqlabad;Shaqlabad;;Shaqlabad;;;;;;;;;x
b_sharaf;Sharaf;Sharaf;Sharaf;;Sharaf;;;;;;;;;x
b_siffin;Siffin;Siffin;Siffin;;Siffin;;;;;;;;;x
b_siguiri;Siguiri;Siguiri;Siguiri;;Siguiri;;;;;;;;;x
b_sokoto;Sokoto;Sokoto;Sokoto;;Sokoto;;;;;;;;;x
b_sudaqaniya;Sudaqaniya;Sudaqaniya;Sudaqaniya;;Sudaqaniya;;;;;;;;;x
b_sura;Sura;Sura;Sura;;Sura;;;;;;;;;x
b_suriya;Suriya;Suriya;Suriya;;Suriya;;;;;;;;;x
b_tadjrift;Tadjrift;Tadjrift;Tadjrift;;Tadjrift;;;;;;;;;x
b_tahiriyya;Tahiriya;Tahiriya;Tahiriya;;Tahiriya;;;;;;;;;x
b_talekan;Talekan;Talekan;Talekan;;Talekan;;;;;;;;;x
b_tallahmar;Tall Ahmar;Tall Ahmar;Tall Ahmar;;Tall Ahmar;;;;;;;;;x
b_taoudeni;Taoudeni;Taoudeni;Taoudeni;;Taoudeni;;;;;;;;;x
b_tassawa;Tassawa;Tassawa;Tassawa;;Tassawa;;;;;;;;;x
b_tazar;Tazar;Tazar;Tazar;;Tazar;;;;;;;;;x
b_tellbasima;Tell Basima;Tell Basima;Tell Basima;;Tell Basima;;;;;;;;;x
b_tellmauzin;Tell Mauzin;Tell Mauzin;Tell Mauzin;;Tell Mauzin;;;;;;;;;x
b_tikrit;Tikrit;Tikrit;Tikrit;;Tikrit;;;;;;;;;x
b_tillaberi;Tillaberi;Tillaberi;Tillaberi;;Tillaberi;;;;;;;;;x
b_tingi;Tingi;Tingi;Tingi;;Tingi;;;;;;;;;x
b_tiranshah;Tiranshah;Tiranshah;Tiranshah;;Tiranshah;;;;;;;;;x
b_tiri;Tiri;Tiri;Tiri;;Tiri;;;;;;;;;x
b_toladie;Toladie;Toladie;Toladie;;Toladie;;;;;;;;;x
b_turunku;Turunku;Turunku;Turunku;;Turunku;;;;;;;;;x
b_uhnuniya;Uhnuniya;Uhnuniya;Uhnuniya;;Uhnuniya;;;;;;;;;x
b_ukbara;Ukbara;Ukbara;Ukbara;;Ukbara;;;;;;;;;x
b_ushburqan;Ushburqan;Ushburqan;Ushburqan;;Ushburqan;;;;;;;;;x
b_vavalij;Valvalij;Valvalij;Valvalij;;Valvalij;;;;;;;;;x
b_waddan;Waddan;Waddan;Waddan;;Waddan;;;;;;;;;x
b_wagadougou;Wagadougou;Wagadougou;Wagadougou;;Wagadougou;;;;;;;;;x
b_waqisa;Waqisa;Waqisa;Waqisa;;Waqisa;;;;;;;;;x
b_yahudan;Yahudan;Yahudan;Yahudan;;Yahudan;;;;;;;;;x
b_yao;Yao;Yao;Yao;;Yao;;;;;;;;;x
b_yaresna;Yaresna;Yaresna;Yaresna;;Yaresna;;;;;;;;;x
b_yashka;Yashka;Yashka;Yashka;;Yashka;;;;;;;;;x
b_yatenga;Yatenga;Yatenga;Yatenga;;Yatenga;;;;;;;;;x
b_zalha;Zalha;Zalha;Zalha;;Zalha;;;;;;;;;x
b_zam;Zam;Zam;Zam;;Zam;;;;;;;;;x
b_zamtam;Zamtam;Zamtam;Zamtam;;Zamtam;;;;;;;;;x
b_zaradna;Zaradna;Zaradna;Zaradna;;Zaradna;;;;;;;;;x
b_zaria;Zaria;Zaria;Zaria;;Zaria;;;;;;;;;x
b_zawila;Zawila;Zawila;Zawila;;Zawila;;;;;;;;;x
b_zazzau;Zazzau;Zazzau;Zazzau;;Zazzau;;;;;;;;;x
b_zubaidiya;Zubaidiya;Zubaidiya;Zubaidiya;;Zubaidiya;;;;;;;;;x
#forgotten or new;;;;;;;;;;;;;;
b_mansuradelta;Mansura;Mansura;Mansura;;Mansura;;;;;;;;;x
b_daqahla;Daqahla;Daqahla;Daqahla;;Daqahla;;;;;;;;;x
b_ausim;Ausim;Ausim;Ausim;;Ausim;;;;;;;;;x
b_algazira;Al-Gazira;Al-Gazira;Al-Gazira;;Al-Gazira;;;;;;;;;x
b_abughalib;Abu Ghalib;Abu Ghalib;Abu Ghalib;;Abu Ghalib;;;;;;;;;x
b_manf;Manf;Manf;Manf;;Manf;;;;;;;;;x
b_binu;Binu;Binu;Binu;;Binu;;;;;;;;;x
b_badinwasit;Badin;Badin;Badin;;Badin;;;;;;;;;x
b_badi;Badi;Badi;Badi;;Badi;;;;;;;;;x
b_kulb;Kulb;Kulb;Kulb;;Kulb;;;;;;;;;x
b_laghouat;Laghouat;Laghouat;Laghouat;;Laghouat;;;;;;;;;x
b_ghardaia;Ghardaia;Ghardaia;Ghardaia;;Ghardaia;;;;;;;;;x
b_elatiq;El-Atiq;El-Atiq;El-Atiq;;El-Atiq;;;;;;;;;x
b_tilghemt;Tilghemt;Tilghemt;Tilghemt;;Tilghemt;;;;;;;;;x
b_tahart;Tahart;Tahart;Tahart;;Tahart;;;;;;;;;x
b_achir;Achir;Achir;Achir;;Achir;;;;;;;;;x
b_qalatbhuwara;Qalat Banu Huwara;Qalat Banu Huwara;Qalat Banu Huwara;;Qalat Banu Huwara;;;;;;;;;x
b_abida;Abida;Abida;Abida;;Abida;;;;;;;;;x
b_tarmount;Tarmount;Tarmount;Tarmount;;Tarmount;;;;;;;;;x
b_bousaada;Bou Saada;Bou Saada;Bou Saada;;Bou Saada;;;;;;;;;x
b_qalatbhammad;Qalat Banu Hammad;Qalat Banu Hammad;Qalat Banu Hammad;;Qalat Banu Hammad;;;;;;;;;x
b_masila;Masila;Masila;Masila;;Masila;;;;;;;;;x
b_matarfa;M'Tarfa;M'Tarfa;M'Tarfa;;M'Tarfa;;;;;;;;;x
b_taza;Taza;Taza;Taza;;Taza;;;;;;;;;x
b_wargha;Wargha;Wargha;Wargha;;Wargha;;;;;;;;;x
b_tabna;Tabna;Tabna;Tabna;;Tabna;;;;;;;;;x
b_badis;Badis;Badis;Badis;;Badis;;;;;;;;;x
b_uri;Uri;Uri;Uri;;Uri;;;;;;;;;x
b_ainfarah;Ain Farah;Ain Farah;Ain Farah;;Ain Farah;;;;;;;;;x
b_elfasher;El Fasher;El Fasher;El Fasher;;El Fasher;;;;;;;;;x
b_elobeid;El Obeid;El Obeid;El Obeid;;El Obeid;;;;;;;;;x
b_tagali;Tagali;Tagali;Tagali;;Tagali;;;;;;;;;x
b_bagirmi;Bagirmi;Bagirmi;Bagirmi;;Bagirmi;;;;;;;;;x
b_fitri;Fitri;Fitri;Fitri;;Fitri;;;;;;;;;x
b_kuka;Kuka;Kuka;Kuka;;Kuka;;;;;;;;;x
b_makari;Makari;Makari;Makari;;Makari;;;;;;;;;x
b_abeche;Abéche;Abéche;Abéche;;Abéche;;;;;;;;;x
b_gasga;Gasga;Gasga;Gasga;;Gasga;;;;;;;;;x
b_wara;Wara;Wara;Wara;;Wara;;;;;;;;;x
b_bilala;Bilala;Bilala;Bilala;;Bilala;;;;;;;;;x
b_alfayyoum;Al-Fayyoum;Al-Fayyoum;Al-Fayyoum;;Al-Fayyoum;;;;;;;;;x
b_shadamuh;Shadamuh;Shadamuh;Shadamuh;;Shadamuh;;;;;;;;;x
b_abusir;Abu Sír;Abu Sír;Abu Sír;;Abu Sír;;;;;;;;;x
b_arigh;Arigh;Arigh;Arigh;;Arigh;;;;;;;;;x
b_tuggurt;Tuggurt;Tuggurt;Tuggurt;;Tuggurt;;;;;;;;;x
b_taghyart;Taghyart;Taghyart;Taghyart;;Taghyart;;;;;;;;;x
b_biru;Biru;Biru;Biru;;Biru;;;;;;;;;x
b_badinwasit;Badin;Badin;Badin;;Badin;;;;;;;;;x
b_chaghaniyan;Chaghaniyan;Chaghaniyan;Chaghaniyan;;Chaghaniyan;;;;;;;;;x
b_charmangan;Charmangan;Charmangan;Charmangan;;Charmangan;;;;;;;;;x
b_rigar;Rigar;Rigar;Rigar;;Rigar;;;;;;;;;x
b_darzangi;Darzangi;Darzangi;Darzangi;;Darzangi;;;;;;;;;x
b_beni_ounif;Beni Ounif;Beni Ounif;Beni Ounif;;Beni Ounif;;;;;;;;;x
b_qalansuwa;Qalanuswa;Qalanuswa;Qalanuswa;;Qalanuswa;;;;;;;;;x
b_qaqun;Qaqun;Qaqun;Qaqun;;Qaqun;;;;;;;;;x
b_umm_khalid;Umm Khalid;Umm Khalid;Umm Khalid;;Umm Khalid;;;;;;;;;x
b_galatia;Galatia;Galatia;Galatia;;Galatia;;;;;;;;;x
b_talabiya;Ta'labiya;Ta'labiya;Ta'labiya;;Ta'labiya;;;;;;;;;x
b_zubala;Zubala;Zubala;Zubala;;Zubala;;;;;;;;;x
b_qabralibadi;Qabr al-Ibadi;Qabr al-Ibadi;Qabr al-Ibadi;;Qabr al-Ibadi;;;;;;;;;x
b_tubarjal;Tubarjal;Tubarjal;Tubarjal;;Tubarjal;;;;;;;;;x
b_fajr;Bi'r Fajr;Bi'r Fajr;Bi'r Fajr;;Bi'r Fajr;;;;;;;;;x
b_urd;Urd;Urd;Urd;;Urd;;;;;;;;;x
