#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_al_mafraq_adj;Juwairi;Juwairi;Juwairi;;Juwairi;;;;;;;;;x
c_fezzan_adj;Fezzani;Fezzani;Fezzani;;Fezzani;;;;;;;;;x
c_qinasrin_adj;Qinasrini;Qinasrini;Qinasrini;;Qinasrini;;;;;;;;;x
c_bornu_adj;Bornuan;Bornuan;Bornuan;;Bornuan;;;;;;;;;x
c_archa_adj;Shaizari;Shaizari;Shaizari;;Shaizari;;;;;;;;;x
c_baalbek_adj;Biqa'an;Biqa'an;Biqa'an;;Biqa'an;;;;;;;;;x
c_banias_adj;Baniasian;Baniasian;Baniasian;;Baniasian;;;;;;;;;x
c_kerak_adj;Arandalan;Arandalan;Arandalan;;Arandalan;;;;;;;;;x
c_djado_adj;Djadan;Djadan;Djadan;;Djadan;;;;;;;;;x
c_beersheb_adj;Ramlan;Ramlan;Ramlan;;Ramlan;;;;;;;;;x
c_darum_adj;Gazan;Gazan;Gazan;;Gazan;;;;;;;;;x
c_al_aqabah_adj;Maydani;Maydani;Maydani;;Maydani;;;;;;;;;x
c_birumgrein_adj;Bir-um-Greini;Bir-um-Greini;Bir-um-Greini;;Bir-um-Greini;;;;;;;;;x
c_pelusia_adj;Sharqian;Sharqian;Sharqian;;Sharqian;;;;;;;;;x
c_sarqihya_adj;Quzlumi;Quzlumi;Quzlumi;;Quzlumi;;;;;;;;;x
c_quena_adj;Qusayri;Qusayri;Qusayri;;Qusayri;;;;;;;;;x
c_nmanupura_adj;Gizan;Gizan;Gizan;;Gizan;;;;;;;;;x
c_delta_adj;Damiettian;Damiettian;Damiettian;;Damiettian;;;;;;;;;x
c_gabiyaha_adj;Minufi;Minufi;Minufi;;Minufi;;;;;;;;;x
c_gizeh_adj;Fayyoumi;Fayyoumi;Fayyoumi;;Fayyoumi;;;;;;;;;x
c_buhairya_adj;Wahati;Wahati;Wahati;;Wahati;;;;;;;;;x
c_quattara_adj;Siwi;Siwi;Siwi;;Siwi;;;;;;;;;x
c_al_alamayn_adj;Sullumi;Sullumi;Sullumi;;Sullumi;;;;;;;;;x
c_tobruk_adj;Darnan;Darnan;Darnan;;Darnan;;;;;;;;;x
c_waddan_adj;Waddani;Waddani;Waddani;;Waddani;;;;;;;;;x
c_senoussi_adj;Awjilan;Awjilan;Awjilan;;Awjilan;;;;;;;;;x
c_benghazi_adj;Barqan;Barqan;Barqan;;Barqan;;;;;;;;;x
c_leptis_magna_adj;Misurati;Misurati;Misurati;;Misurati;;;;;;;;;x
c_djerba_adj;Zuwaran;Zuwaran;Zuwaran;;Zuwaran;;;;;;;;;x
c_medjerda_adj;Djeridi;Djeridi;Djeridi;;Djeridi;;;;;;;;;x
c_bizerte_adj;Banzarti;Banzarti;Banzarti;;Banzarti;;;;;;;;;x
c_constantine_adj;Tabassan;Tabassan;Tabassan;;Tabassan;;;;;;;;;x
c_diafunu_adj;Djafuni;Djafuni;Djafuni;;Djafuni;;;;;;;;;x
c_bure_adj;Burean;Burean;Burean;;Burean;;;;;;;;;x
c_ghadames_adj;Ghadamisi;Ghadamisi;Ghadamisi;;Ghadamisi;;;;;;;;;x
;;;;;;;;;;;;;;
c_mzab_adj;Aghwati;Aghwati;Aghwati;;Aghwati;;;;;;;;;x
c_lemdiyya_adj;Masílí;Masílí;Masílí;;Masílí;;;;;;;;;x
c_orania_adj;Wahrani;Wahrani;Wahrani;;Wahrani;;;;;;;;;x
c_atlas_mnt_adj;Rifi;Rifi;Rifi;;Rifi;;;;;;;;;x
c_tlemcen_adj;Tilimsani;Tilimsani;Tilimsani;;Tilimsani;;;;;;;;;x
c_hanyan_adj;Hunayni;Hunayni;Hunayni;;Hunayni;;;;;;;;;x
c_snassen_adj;Taharti;Taharti;Taharti;;Taharti;;;;;;;;;x
c_el_rif_adj;Nakuri;Nakuri;Nakuri;;Nakuri;;;;;;;;;x
c_massat_adj;Asfian;Asfian;Asfian;;Asfian;;;;;;;;;x
c_anti-atlas_adj;Aghmati;Aghmati;Aghmati;;Aghmati;;;;;;;;;x
c_ifni_adj;Taroudanti;Taroudanti;Taroudanti;;Taroudanti;;;;;;;;;x
c_tharasset_adj;Draan;Draan;Draan;;Draan;;;;;;;;;x
c_darabjird_adj;Darabjerdi;Darabjerdi;Darabjerdi;;Darabjerdi;;;;;;;;;x
c_amol_adj;Amolian;Amolian;Amolian;;Amolian;;;;;;;;;x
c_jask_adj;Jabal Kufsi;Jabal Kufsi;Jabal Kufsi;;Jabal Kufsi;;;;;;;;;x
c_kathiri_adj;Najrani;Najrani;Najrani;;Najrani;;;;;;;;;x
c_bayda_adj;Tihami;Tihami;Tihami;;Tihami;;;;;;;;;x
c_taizz_adj;Ma'arifi;Ma'arifi;Ma'arifi;;Ma'arifi;;;;;;;;;x
c_halaban_adj;Najdi;Najdi;Najdi;;Najdi;;;;;;;;;x
c_rafha_adj;Hafari;Hafari;Hafari;;Hafari;;;;;;;;;x
c_duqm_adj;Hadramawti;Hadramawti;Hadramawti;;Hadramawti;;;;;;;;;x
c_hajar_adj;Nazwan;Nazwan;Nazwan;;Nazwan;;;;;;;;;x
c_dhu_zabi_adj;Suhari;Suhari;Suhari;;Suhari;;;;;;;;;x
c_zamfara_adj;Zamfaran;Zamfaran;Zamfaran;;Zamfaran;;;;;;;;;x
c_kassala_adj;Showakian;Showakian;Showakian;;Showakian;;;;;;;;;x
c_hayya_adj;Baqlini;Baqlini;Baqlini;;Baqlini;;;;;;;;;x
c_atbara_adj;Butanan;Butanan;Butanan;;Butanan;;;;;;;;;x
c_asosa_adj;Tagalian;Tagalian;Tagalian;;Tagalian;;;;;;;;;x
c_kebbi_adj;Kebbian;Kebbian;Kebbian;;Kebbian;;;;;;;;;x
c_kugha_adj;Kughan;Kughan;Kughan;;Kughan;;;;;;;;;x
c_antalo_adj;Shewian;Shewian;Shewian;;Shewian;;;;;;;;;x
c_kano_adj;Kanian;Kanian;Kanian;;Kanian;;;;;;;;;x
c_khojand_adj;Khojandi;Khojandi;Khojandi;;Khojandi;;;;;;;;;x
c_khuttal_adj;Khuttali;Khuttali;Khuttali;;Khuttali;;;;;;;;;x
c_mansia_adj;Yughran;Yughran;Yughran;;Yughran;;;;;;;;;x
c_saravan_adj;Mashkeli;Mashkeli;Mashkeli;;Mashkeli;;;;;;;;;x
c_tis_adj;Makrani;Makrani;Makrani;;Makrani;;;;;;;;;x
c_syr_darya_adj;Jandi;Jandi;Jandi;;Jandi;;;;;;;;;x
c_kyzylkum_adj;Sighnaqian;Sighnaqian;Sighnaqian;;Sighnaqian;;;;;;;;;x
c_dashhowuz_adj;Harazaspian;Harazaspian;Harazaspian;;Harazaspian;;;;;;;;;x
c_birjand_adj;Karasuan;Karasuan;Karasuan;;Karasuan;;;;;;;;;x
c_mandesh_adj;Ghuri;Ghuri;Ghuri;;Ghuri;;;;;;;;;x
c_mema_adj;Meman;Meman;Meman;;Meman;;;;;;;;;x
c_zarma_adj;Kukiyan;Kukiyan;Kukiyan;;Kukiyan;;;;;;;;;x
c_gurma_adj;Mossi;Mossi;Mossi;;Mossi;;;;;;;;;x
c_chagai_adj;Rudbari;Rudbari;Rudbari;;Rudbari;;;;;;;;;x
c_makran_adj;Panjguri;Panjguri;Panjguri;;Panjguri;;;;;;;;;x
c_bost_adj;Zamindavaran;Zamindavaran;Zamindavaran;;Zamindavaran;;;;;;;;;x
c_kalat_adj;Rukhaji;Rukhaji;Rukhaji;;Rukhaji;;;;;;;;;x
c_kunduz_adj;Talekani;Talekani;Talekani;;Talekani;;;;;;;;;x
c_chaghaniyan_adj;Chaghaniyani;Chaghaniyani;Chaghaniyani;;Chaghaniyani;;;;;;;;;x
c_tokharestan_adj;Tokhari;Tokhari;Tokhari;;Tokhari;;;;;;;;;x
c_badakhshan_adj;Badakhshani;Badakhshani;Badakhshani;;Badakhshani;;;;;;;;;x
c_guzgan_adj;Guzgani;Guzgani;Guzgani;;Guzgani;;;;;;;;;x
c_massawa_adj;Adulisian;Adulisian;Adulisian;;Adulisian;;;;;;;;;x
c_sarakhs_adj;Sarakhsi;Sarakhsi;Sarakhsi;;Sarakhsi;;;;;;;;;x
c_wag_adj;Lastan;Lastan;Lastan;;Lastan;;;;;;;;;x
c_nubia_adj;Naqisi;Naqisi;Naqisi;;Naqisi;;;;;;;;;x
c_trinkitat_adj;Djarini;Djarini;Djarini;;Djarini;;;;;;;;;x
